Data from RamanShift Node
Date: Thu Jan 23 12:06:25 GMT 2014
User: Ion2
Spectrometer: V532-0003
Autoset integration time: false
Trigger mode: 0
Integration Time (sec): 3.000000E1
Scans to average: 1
Nonlinearity correction enabled: false
Boxcar width: 0
Stray light correction enabled: false
XAxis mode: Wavelengths
Storing dark spectrum: false
Number of Pixels in Spectrum: 1024
>>>>>Begin Spectral Data<<<<<
94.776E0	14.19E2
1.0084E2	14.12E2
1.0689E2	14.99E2
1.1294E2	15.13E2
1.1898E2	15.58E2
1.2503E2	14.99E2
1.3106E2	14.32E2
1.3709E2	13.74E2
1.4312E2	15.18E2
1.4914E2	14.10E2
1.5516E2	14.08E2
1.6117E2	13.73E2
1.6718E2	14.50E2
1.7318E2	15.22E2
1.7918E2	16.04E2
1.8517E2	13.88E2
1.9116E2	14.61E2
1.9714E2	13.55E2
2.0312E2	14.29E2
2.091E2	15.55E2
2.1507E2	14.55E2
2.2103E2	14.14E2
2.2699E2	14.04E2
2.3295E2	13.62E2
2.389E2	13.71E2
2.4485E2	14.14E2
2.5079E2	15.41E2
2.5673E2	14.53E2
2.6266E2	15.30E2
2.6859E2	12.91E2
2.7451E2	14.27E2
2.8043E2	14.19E2
2.8634E2	13.00E2
2.9225E2	14.65E2
2.9816E2	15.18E2
3.0406E2	13.45E2
3.0996E2	14.67E2
3.1585E2	15.42E2
3.2174E2	14.59E2
3.2762E2	13.85E2
3.335E2	14.50E2
3.3937E2	14.72E2
3.4524E2	15.53E2
3.511E2	15.24E2
3.5696E2	15.77E2
3.6282E2	17.98E2
3.6867E2	16.53E2
3.7451E2	18.07E2
3.8035E2	20.12E2
3.8619E2	21.14E2
3.9202E2	21.29E2
3.9785E2	21.97E2
4.0368E2	23.42E2
4.0949E2	22.98E2
4.1531E2	23.86E2
4.2112E2	24.79E2
4.2692E2	24.22E2
4.3273E2	22.47E2
4.3852E2	22.31E2
4.4431E2	23.64E2
4.501E2	22.57E2
4.5589E2	24.79E2
4.6166E2	23.26E2
4.6744E2	22.96E2
4.7321E2	24.50E2
4.7897E2	24.35E2
4.8473E2	23.09E2
4.9049E2	23.61E2
4.9624E2	24.43E2
5.0199E2	25.11E2
5.0773E2	22.44E2
5.1347E2	21.08E2
5.1921E2	21.89E2
5.2494E2	22.28E2
5.3066E2	21.86E2
5.3638E2	21.56E2
5.421E2	21.70E2
5.4781E2	21.73E2
5.5352E2	22.06E2
5.5922E2	21.15E2
5.6492E2	21.35E2
5.7062E2	21.40E2
5.7631E2	19.87E2
5.8199E2	18.66E2
5.8768E2	20.83E2
5.9335E2	19.62E2
5.9903E2	20.95E2
6.0469E2	21.37E2
6.1036E2	19.99E2
6.1602E2	20.49E2
6.2167E2	20.22E2
6.2733E2	19.35E2
6.3297E2	19.95E2
6.3862E2	20.66E2
6.4425E2	19.79E2
6.4989E2	18.75E2
6.5552E2	20.24E2
6.6114E2	21.27E2
6.6676E2	18.26E2
6.7238E2	20.77E2
6.7799E2	21.80E2
6.836E2	20.75E2
6.892E2	19.90E2
6.948E2	19.16E2
7.004E2	21.74E2
7.0599E2	20.94E2
7.1158E2	20.47E2
7.1716E2	19.38E2
7.2274E2	20.35E2
7.2831E2	19.06E2
7.3388E2	19.11E2
7.3945E2	20.37E2
7.4501E2	20.07E2
7.5057E2	21.04E2
7.5612E2	21.40E2
7.6167E2	19.84E2
7.6721E2	20.45E2
7.7275E2	20.36E2
7.7829E2	19.42E2
7.8382E2	21.80E2
7.8935E2	19.78E2
7.9487E2	20.07E2
8.0039E2	20.71E2
8.059E2	20.68E2
8.1141E2	20.96E2
8.1692E2	21.02E2
8.2242E2	19.69E2
8.2792E2	18.17E2
8.3341E2	21.84E2
8.389E2	21.90E2
8.4439E2	20.14E2
8.4987E2	20.39E2
8.5535E2	21.93E2
8.6082E2	21.40E2
8.6629E2	20.24E2
8.7176E2	20.09E2
8.7722E2	21.29E2
8.8267E2	21.95E2
8.8813E2	22.81E2
8.9357E2	23.13E2
8.9902E2	21.66E2
9.0446E2	22.88E2
9.0989E2	23.09E2
9.1533E2	22.33E2
9.2075E2	22.49E2
9.2618E2	24.25E2
9.316E2	22.65E2
9.3701E2	22.94E2
9.4242E2	21.46E2
9.4783E2	22.54E2
9.5323E2	20.81E2
9.5863E2	20.07E2
9.6403E2	19.86E2
9.6942E2	22.77E2
9.748E2	21.88E2
9.8019E2	21.44E2
9.8556E2	20.15E2
9.9094E2	20.94E2
9.9631E2	20.56E2
10.017E2	19.44E2
10.07E2	20.03E2
10.124E2	19.76E2
10.178E2	19.58E2
10.231E2	20.34E2
10.284E2	18.15E2
10.338E2	20.45E2
10.391E2	19.40E2
10.445E2	19.63E2
10.498E2	20.24E2
10.551E2	20.98E2
10.604E2	20.85E2
10.658E2	19.64E2
10.711E2	20.60E2
10.764E2	21.21E2
10.817E2	19.03E2
10.87E2	18.27E2
10.923E2	21.58E2
10.976E2	19.27E2
11.029E2	19.18E2
11.082E2	19.51E2
11.134E2	20.05E2
11.187E2	18.59E2
11.24E2	21.25E2
11.293E2	20.37E2
11.345E2	19.45E2
11.398E2	18.94E2
11.451E2	21.50E2
11.503E2	20.66E2
11.556E2	19.46E2
11.608E2	19.19E2
11.66E2	20.52E2
11.713E2	18.75E2
11.765E2	22.11E2
11.818E2	19.65E2
11.87E2	20.19E2
11.922E2	20.47E2
11.974E2	20.53E2
12.026E2	19.67E2
12.078E2	18.86E2
12.131E2	18.15E2
12.183E2	18.72E2
12.235E2	18.87E2
12.287E2	18.66E2
12.338E2	18.76E2
12.39E2	20.57E2
12.442E2	19.71E2
12.494E2	21.28E2
12.546E2	19.86E2
12.597E2	18.55E2
12.649E2	20.30E2
12.701E2	18.74E2
12.752E2	18.02E2
12.804E2	18.15E2
12.856E2	19.98E2
12.907E2	17.98E2
12.958E2	20.36E2
13.01E2	20.55E2
13.061E2	20.01E2
13.113E2	20.22E2
13.164E2	18.44E2
13.215E2	18.20E2
13.266E2	19.10E2
13.318E2	19.65E2
13.369E2	20.49E2
13.42E2	19.98E2
13.471E2	19.35E2
13.522E2	18.53E2
13.573E2	19.12E2
13.624E2	19.20E2
13.675E2	19.57E2
13.726E2	19.01E2
13.777E2	18.93E2
13.827E2	19.67E2
13.878E2	19.74E2
13.929E2	19.38E2
13.98E2	18.99E2
14.03E2	19.90E2
14.081E2	18.00E2
14.131E2	19.29E2
14.182E2	20.56E2
14.232E2	19.51E2
14.283E2	19.78E2
14.333E2	20.74E2
14.384E2	18.68E2
14.434E2	18.95E2
14.484E2	17.84E2
14.535E2	18.40E2
14.585E2	20.05E2
14.635E2	17.83E2
14.685E2	21.31E2
14.735E2	18.53E2
14.786E2	19.04E2
14.836E2	16.74E2
14.886E2	18.62E2
14.936E2	18.83E2
14.986E2	18.57E2
15.036E2	19.18E2
15.085E2	19.04E2
15.135E2	16.19E2
15.185E2	17.22E2
15.235E2	18.72E2
15.285E2	17.73E2
15.334E2	17.52E2
15.384E2	19.67E2
15.433E2	20.83E2
15.483E2	19.77E2
15.533E2	18.97E2
15.582E2	19.06E2
15.632E2	20.41E2
15.681E2	18.93E2
15.73E2	19.82E2
15.78E2	20.39E2
15.829E2	19.18E2
15.878E2	20.03E2
15.928E2	19.39E2
15.977E2	20.26E2
16.026E2	20.97E2
16.075E2	19.85E2
16.124E2	19.03E2
16.173E2	19.04E2
16.222E2	19.82E2
16.271E2	18.95E2
16.32E2	20.60E2
16.369E2	20.09E2
16.418E2	18.87E2
16.467E2	18.60E2
16.516E2	19.31E2
16.565E2	17.92E2
16.613E2	18.80E2
16.662E2	19.82E2
16.711E2	18.70E2
16.759E2	17.99E2
16.808E2	19.44E2
16.857E2	19.58E2
16.905E2	18.56E2
16.954E2	18.65E2
17.002E2	19.06E2
17.051E2	20.05E2
17.099E2	19.20E2
17.147E2	18.02E2
17.196E2	19.71E2
17.244E2	17.45E2
17.292E2	19.10E2
17.34E2	17.85E2
17.389E2	18.02E2
17.437E2	21.67E2
17.485E2	16.85E2
17.533E2	17.84E2
17.581E2	17.92E2
17.629E2	17.16E2
17.677E2	18.37E2
17.725E2	18.49E2
17.773E2	19.20E2
17.821E2	18.09E2
17.868E2	18.45E2
17.916E2	17.63E2
17.964E2	17.65E2
18.012E2	17.90E2
18.059E2	18.65E2
18.107E2	17.44E2
18.155E2	19.61E2
18.202E2	18.83E2
18.25E2	19.67E2
18.297E2	17.85E2
18.345E2	18.64E2
18.392E2	19.38E2
18.44E2	18.83E2
18.487E2	17.08E2
18.534E2	18.58E2
18.582E2	19.56E2
18.629E2	18.66E2
18.676E2	17.52E2
18.723E2	19.27E2
18.77E2	19.58E2
18.818E2	18.68E2
18.865E2	18.59E2
18.912E2	19.42E2
18.959E2	18.36E2
19.006E2	18.93E2
19.053E2	18.49E2
19.10E2	17.76E2
19.147E2	18.50E2
19.193E2	18.07E2
19.24E2	18.65E2
19.287E2	18.66E2
19.334E2	18.81E2
19.381E2	17.95E2
19.427E2	17.61E2
19.474E2	17.96E2
19.52E2	19.18E2
19.567E2	19.27E2
19.614E2	17.73E2
19.66E2	20.13E2
19.707E2	17.96E2
19.753E2	18.26E2
19.80E2	18.49E2
19.846E2	20.52E2
19.892E2	18.81E2
19.939E2	20.47E2
19.985E2	18.91E2
20.031E2	18.03E2
20.077E2	18.30E2
20.123E2	21.37E2
20.17E2	19.48E2
20.216E2	19.10E2
20.262E2	19.62E2
20.308E2	19.29E2
20.354E2	19.82E2
20.40E2	19.25E2
20.446E2	20.16E2
20.492E2	17.85E2
20.538E2	18.97E2
20.583E2	19.36E2
20.629E2	18.72E2
20.675E2	19.02E2
20.721E2	19.82E2
20.767E2	20.75E2
20.812E2	17.97E2
20.858E2	18.28E2
20.903E2	18.14E2
20.949E2	18.82E2
20.995E2	18.95E2
21.04E2	19.43E2
21.086E2	20.22E2
21.131E2	18.90E2
21.177E2	18.36E2
21.222E2	19.44E2
21.267E2	20.00E2
21.313E2	19.99E2
21.358E2	18.34E2
21.403E2	18.55E2
21.448E2	18.00E2
21.494E2	18.70E2
21.539E2	18.51E2
21.584E2	19.69E2
21.629E2	20.85E2
21.674E2	20.35E2
21.719E2	18.60E2
21.764E2	20.76E2
21.809E2	19.35E2
21.854E2	19.70E2
21.899E2	19.14E2
21.944E2	18.12E2
21.988E2	19.07E2
22.033E2	19.94E2
22.078E2	19.62E2
22.123E2	20.00E2
22.168E2	19.05E2
22.212E2	19.70E2
22.257E2	19.23E2
22.301E2	20.01E2
22.346E2	18.62E2
22.391E2	18.95E2
22.435E2	18.69E2
22.48E2	19.31E2
22.524E2	19.44E2
22.568E2	19.51E2
22.613E2	20.66E2
22.657E2	19.78E2
22.701E2	20.24E2
22.746E2	18.91E2
22.79E2	17.84E2
22.834E2	18.81E2
22.878E2	19.82E2
22.923E2	19.35E2
22.967E2	19.42E2
23.011E2	19.54E2
23.055E2	19.19E2
23.099E2	18.13E2
23.143E2	20.32E2
23.187E2	20.20E2
23.231E2	20.76E2
23.275E2	20.20E2
23.319E2	20.43E2
23.362E2	19.10E2
23.406E2	20.35E2
23.45E2	20.37E2
23.494E2	19.57E2
23.538E2	20.74E2
23.581E2	19.97E2
23.625E2	20.07E2
23.669E2	21.12E2
23.712E2	21.82E2
23.756E2	20.85E2
23.799E2	20.98E2
23.843E2	19.25E2
23.886E2	21.73E2
23.93E2	20.45E2
23.973E2	21.63E2
24.016E2	19.16E2
24.06E2	21.29E2
24.103E2	18.95E2
24.146E2	19.65E2
24.19E2	20.70E2
24.233E2	21.21E2
24.276E2	21.59E2
24.319E2	20.27E2
24.362E2	22.54E2
24.405E2	21.61E2
24.448E2	18.74E2
24.492E2	20.45E2
24.535E2	20.95E2
24.578E2	19.60E2
24.62E2	20.58E2
24.663E2	20.66E2
24.706E2	20.58E2
24.749E2	20.01E2
24.792E2	20.24E2
24.835E2	19.50E2
24.877E2	20.83E2
24.92E2	20.87E2
24.963E2	20.30E2
25.006E2	19.94E2
25.048E2	21.50E2
25.091E2	20.59E2
25.133E2	20.07E2
25.176E2	20.32E2
25.218E2	19.80E2
25.261E2	23.59E2
25.303E2	20.89E2
25.346E2	20.75E2
25.388E2	20.36E2
25.431E2	22.05E2
25.473E2	21.42E2
25.515E2	19.97E2
25.558E2	21.42E2
25.60E2	21.19E2
25.642E2	20.81E2
25.684E2	21.49E2
25.726E2	20.87E2
25.769E2	21.89E2
25.811E2	21.00E2
25.853E2	21.72E2
25.895E2	21.14E2
25.937E2	21.74E2
25.979E2	20.64E2
26.021E2	20.63E2
26.063E2	23.00E2
26.104E2	21.12E2
26.146E2	21.06E2
26.188E2	21.29E2
26.23E2	20.95E2
26.272E2	20.18E2
26.313E2	21.01E2
26.355E2	22.48E2
26.397E2	21.33E2
26.439E2	21.06E2
26.48E2	23.21E2
26.522E2	22.27E2
26.563E2	22.79E2
26.605E2	22.22E2
26.646E2	24.33E2
26.688E2	24.46E2
26.729E2	23.32E2
26.771E2	26.80E2
26.812E2	26.94E2
26.853E2	28.31E2
26.895E2	28.93E2
26.936E2	26.06E2
26.977E2	27.28E2
27.019E2	27.82E2
27.06E2	25.98E2
27.101E2	22.73E2
27.142E2	23.64E2
27.183E2	23.76E2
27.224E2	23.10E2
27.265E2	21.48E2
27.306E2	22.27E2
27.347E2	22.79E2
27.388E2	22.41E2
27.429E2	23.38E2
27.47E2	22.26E2
27.511E2	21.80E2
27.552E2	21.32E2
27.593E2	21.25E2
27.634E2	22.05E2
27.674E2	22.16E2
27.715E2	24.29E2
27.756E2	21.53E2
27.797E2	21.78E2
27.837E2	22.22E2
27.878E2	23.03E2
27.919E2	22.81E2
27.959E2	22.41E2
28.00E2	22.14E2
28.04E2	20.72E2
28.081E2	22.05E2
28.121E2	22.44E2
28.162E2	21.26E2
28.202E2	22.29E2
28.242E2	22.29E2
28.283E2	24.69E2
28.323E2	21.52E2
28.363E2	22.24E2
28.404E2	22.37E2
28.444E2	21.33E2
28.484E2	22.89E2
28.524E2	21.32E2
28.564E2	24.42E2
28.604E2	22.90E2
28.645E2	21.88E2
28.685E2	20.45E2
28.725E2	21.76E2
28.765E2	21.48E2
28.805E2	21.74E2
28.845E2	24.50E2
28.885E2	22.62E2
28.924E2	22.16E2
28.964E2	22.49E2
29.004E2	23.59E2
29.044E2	22.36E2
29.084E2	22.26E2
29.123E2	22.18E2
29.163E2	22.75E2
29.203E2	21.67E2
29.243E2	23.51E2
29.282E2	22.06E2
29.322E2	24.53E2
29.361E2	22.41E2
29.401E2	22.70E2
29.441E2	23.69E2
29.48E2	23.80E2
29.52E2	22.39E2
29.559E2	23.57E2
29.598E2	22.32E2
29.638E2	23.61E2
29.677E2	23.83E2
29.717E2	21.84E2
29.756E2	22.08E2
29.795E2	22.27E2
29.834E2	22.98E2
29.874E2	22.09E2
29.913E2	22.68E2
29.952E2	23.08E2
29.991E2	22.98E2
30.03E2	23.55E2
30.069E2	23.13E2
30.108E2	22.92E2
30.147E2	23.00E2
30.186E2	26.06E2
30.225E2	22.91E2
30.264E2	21.39E2
30.303E2	24.31E2
30.342E2	25.49E2
30.381E2	24.03E2
30.42E2	24.18E2
30.459E2	24.94E2
30.498E2	23.85E2
30.536E2	24.61E2
30.575E2	24.45E2
30.614E2	25.78E2
30.652E2	24.82E2
30.691E2	24.96E2
30.73E2	24.56E2
30.768E2	24.92E2
30.807E2	25.08E2
30.845E2	24.60E2
30.884E2	25.26E2
30.922E2	23.76E2
30.961E2	25.64E2
30.999E2	24.96E2
31.038E2	25.36E2
31.076E2	25.06E2
31.115E2	25.04E2
31.153E2	24.83E2
31.191E2	26.42E2
31.229E2	24.77E2
31.268E2	24.75E2
31.306E2	25.96E2
31.344E2	25.44E2
31.382E2	26.21E2
31.421E2	25.87E2
31.459E2	28.20E2
31.497E2	25.38E2
31.535E2	27.28E2
31.573E2	28.19E2
31.611E2	26.80E2
31.649E2	28.66E2
31.687E2	28.21E2
31.725E2	28.74E2
31.763E2	29.37E2
31.801E2	28.19E2
31.838E2	29.35E2
31.876E2	28.82E2
31.914E2	28.95E2
31.952E2	28.75E2
31.99E2	30.17E2
32.027E2	30.12E2
32.065E2	30.30E2
32.103E2	29.66E2
32.14E2	31.05E2
32.178E2	29.41E2
32.216E2	30.78E2
32.253E2	31.81E2
32.291E2	30.40E2
32.328E2	31.92E2
32.366E2	31.54E2
32.403E2	33.04E2
32.441E2	32.81E2
32.478E2	29.66E2
32.515E2	30.11E2
32.553E2	32.51E2
32.59E2	31.83E2
32.627E2	31.56E2
32.665E2	32.55E2
32.702E2	30.94E2
32.739E2	33.84E2
32.776E2	32.00E2
32.813E2	31.81E2
32.851E2	32.66E2
32.888E2	32.65E2
32.925E2	31.12E2
32.962E2	32.51E2
32.999E2	33.48E2
33.036E2	31.56E2
33.073E2	34.98E2
33.11E2	33.44E2
33.147E2	31.67E2
33.184E2	33.16E2
33.221E2	33.12E2
33.258E2	33.14E2
33.294E2	33.35E2
33.331E2	33.23E2
33.368E2	32.66E2
